,city_name,country,temperature,humidity,cloudness,wind_speed,lat,long,city_name_owm
249,kharp,ru,-3.6,83,76,4.97,66.815163,65.8009163,Kharp
250,georgetown,sh,27.0,83,40,7.2,-7.9289722,-14.4133993,Georgetown
251,necochea,ar,16.31,96,56,2.12,-38.5545049,-58.7392705,Necochea
252,port hedland,au,15.0,51,0,3.6,-20.3111814,118.5801181,Port Hedland
253,bolungarvik,is,5.56,85,68,1.12,66.1575503,-23.2507273,Isafjoerdur
254,petrovskoye,ru,9.0,66,0,2.0,54.7173,56.691895,Petrovskoye
255,linxia,cn,2.96,70,76,1.12,35.6659679,103.240798,Linxia
256,dzilam gonzalez,mx,24.46,100,20,2.27,21.32416785,-88.7994070090974,Dzilam Gonzalez
257,canora,ca,27.0,24,1,6.7,51.6361187,-102.4307941,Canora
258,whitehorse,ca,10.0,39,75,2.6,60.721571,-135.054932,Whitehorse
259,comodoro rivadavia,ar,12.0,58,0,4.1,-45.8653443,-67.4807526,Comodoro Rivadavia
260,kodiak,us,36.0,32,20,4.1,57.79,-152.4072222,Kodiak
261,luohe,cn,18.21,81,64,1.32,33.5720554,114.0285163,Luohe
262,kodinsk,ru,9.71,89,48,2.17,58.596329,99.182915,Kodinsk
263,honningsvag,no,7.0,87,20,1.5,70.9827154,25.9743779,Honningsvag
264,sangueya,gn,26.41,72,48,2.82,-14.0364303,33.7884149,Sangueya
265,kurilsk,ru,9.41,81,0,3.92,45.2290413,147.8751845,Kurilsk
266,nemuro,jp,9.21,87,8,3.77,43.3301154,145.5829068,Nemuro
267,bhatkal,in,25.66,100,92,1.47,13.9952114,74.5485295,Bhatkal
268,sofiysk,ru,16.01,64,0,3.12,51.573494,139.842682,De-Kastri
269,bafang,cm,18.56,100,100,1.32,5.158664,10.179748,Bafang
270,kaitangata,nz,-1.05,67,0,2.22,-46.2817388,169.8464139,Kaitangata
271,beyneu,kz,11.31,34,0,3.07,45.321377,55.186226,Beyneu
272,taoudenni,ml,30.06,14,0,3.32,22.67444605,-3.978912556157,Taoudenni
273,luderitz,na,16.0,82,80,2.1,-26.6500086,15.157266,Luderitz
274,san cristobal,ec,17.0,63,40,8.2,-2.8270399,-78.8362963,San Cristobal
275,warqla,dz,32.66,16,64,3.67,31.2270384,6.77751844903644,Hassi Messaoud
276,negombo,lk,27.0,83,75,4.1,7.21020605,79.8418363815497,Negombo
277,bani,do,26.01,100,64,1.97,18.2777204,-70.3320746,Bani
278,natal,br,26.0,83,40,3.6,-5.805398,-35.2080905,Natal
279,japura,br,23.81,96,92,0.72,-1.8808468,-66.9967657,Japura
280,nouadhibou,mr,19.0,72,0,7.7,20.9131304,-17.0501015,Nouadhibou
281,tuatapere,nz,2.21,100,0,2.77,-46.1323096,167.6907627,Tuatapere
282,san andres,co,29.36,100,80,2.02,2.3466755,-76.4825799,San Andres
283,kostrzyn,pl,22.0,53,0,4.6,52.3958713,17.230281,Kostrzyn
284,tasiilaq,gl,2.0,74,88,6.7,65.6152573,-37.6378149,Tasiilaq
285,koppang,no,13.56,58,48,0.92,61.5673337,11.0417324,Koppang
286,gamba,tz,-7.3,69,0,0.72,-6.82247265,39.27842125,Gamba
287,netivot,il,19.71,89,0,2.77,31.4222723,34.5899965,Netivot
288,xai-xai,mz,22.11,100,0,6.17,-25.044479,33.64073,Xai-Xai
289,cabadiangan,ph,28.0,83,90,1.0,9.7457047,122.4808084,Cabadiangan
290,huarmey,pe,22.06,66,8,1.82,-10.0643674,-77.9718798,Huarmey
291,huancavelica,pe,12.71,33,36,0.77,-12.78728,-74.9730951,Huancavelica
292,nyurba,ru,7.81,32,92,1.67,63.286648,118.354149,Nyurba
293,horta,pt,19.51,82,20,1.5,38.5368032,-28.630109,Horta
294,toamasina,mg,22.0,94,75,0.47,-18.1573071,49.4069924,Toamasina
295,saint-louis,re,19.43,64,75,9.8,47.465298,-0.560385,Saint-Louis
296,stornoway,gb,13.33,93,75,6.2,52.89280095,-0.644189818613204,Grantham
297,northam,au,18.58,88,20,3.1,-31.6535192,116.6726927,Northam
298,beloha,mg,16.06,77,0,2.97,-25.173872,45.061465,Beloha
299,youhao,cn,8.31,81,0,0.97,47.8558861,128.8396643,Youhao
300,thinadhoo,mv,28.81,100,92,10.63,3.4878228,73.5386900082119,Thinadhoo
301,shimanovsk,ru,12.21,77,0,1.12,52.005025,127.700983329492,Shimanovsk
302,bilma,ne,25.66,17,0,1.67,18.69293,12.91872,Bilma
303,santa vitoria do palmar,br,23.61,67,92,5.92,-33.5195569,-53.3692659,Santa Vitoria do Palmar
304,colon,pa,34.78,23,40,2.6,9.3560848,-79.8963425,Colon
305,ariquemes,br,33.46,35,0,1.17,-9.9076522,-63.033069,Ariquemes
306,zhumadian,cn,20.96,78,92,1.22,33.0115818,114.0164565,Zhumadian
307,ushuaia,ar,2.0,69,75,5.22,-54.8069332,-68.3073246,Ushuaia
308,langham,ca,30.0,25,40,9.3,52.3589136,-106.9597961,Langham
309,salalah,om,27.0,94,40,4.1,17.0209365,54.0894341,Salalah
310,matai,tz,15.31,46,0,2.77,-8.29633,31.5214305,Matai
311,puerto ayacucho,ve,26.0,88,75,6.2,5.6590426,-67.60863,Puerto Ayacucho
312,tacna,pe,20.46,68,0,3.1,-18.0138696,-70.2511597,Tacna
313,chabahar,ir,30.46,92,24,5.57,25.293269,60.6470887,Chabahar
314,urdzhar,kz,8.96,54,8,3.67,47.0912103,81.6580248,Urzhar
315,kamenskoye,ru,10.06,50,0,3.92,53.1793307,37.7767378,Yefremov
316,kruisfontein,za,15.31,93,0,5.22,-34.0033333,24.7327778,Kruisfontein
317,hamilton,bm,27.0,69,75,5.7,32.3298121,-64.7057782525722,Hamilton
318,verkhoturye,ru,3.91,54,68,2.87,58.861702,60.809338,Verkhoturye
319,nipawin,ca,28.0,23,1,5.1,53.362846,-104.017181,Nipawin
320,pavlodar,kz,7.0,87,75,4.0,52.2839774,76.9646409,Pavlodar
321,yuli,tw,25.11,72,0,2.32,23.3313328,121.3214526,Yuli
322,bonthe,sl,26.96,84,88,1.42,7.5292766,-12.5131866,Bonthe
323,weihai,cn,16.71,91,8,3.57,37.5122216,122.1152445,Weihai
324,ketchikan,us,9.33,81,75,4.1,55.3430696,-131.6466819,Ketchikan
325,muros,es,13.0,93,75,2.1,42.7744106,-9.0575351,Muros
326,crixas,br,26.06,47,0,2.12,-14.5424536,-49.9694813,Crixas
327,atar,mr,28.96,19,0,1.87,20.5182772,-13.0543754,Atar
328,oriximina,br,28.51,72,44,1.22,-1.7674272,-55.8683381,Oriximina
329,san patricio,mx,26.56,40,0,2.82,19.2229912,-104.6988343,San Patricio
330,san ramon,bo,26.0,69,40,1.07,-14.5049477,-61.2657474,San Ramon
331,henties bay,na,15.31,98,56,3.67,-22.1228289,14.2924656591118,Henties Bay
332,belaya gora,ru,7.11,63,44,10.18,53.3436551,50.1181066,Belaya Gora
333,cockburn town,bs,26.51,97,8,9.47,24.0515978,-74.5282089,Cockburn Town
334,guozhen,cn,20.26,86,24,1.17,34.3525,107.3822222,Guozhen
335,port harcourt,ng,27.0,88,75,1.17,4.7676576,7.0188527,Port Harcourt
336,garowe,so,30.56,36,56,6.92,8.406143,48.483195,Garowe
337,sao felix do xingu,br,25.16,84,68,1.07,-7.80088215,-52.5632536206649,Sao Felix do Xingu
338,chokurdakh,ru,-0.45,92,0,7.22,60.8080483,128.6364315,Chokurdakh
339,husavik,is,23.16,58,0,3.07,66.0433168,-17.3410402,Husavik
340,maghama,mr,20.91,93,0,8.42,18.0832595,-15.9777002,Nouakchott
341,dingle,ie,23.31,100,88,0.87,52.1408381,-10.2688831,Dingle
342,saldanha,za,12.26,100,92,1.12,-32.9977778,17.9455556,Saldanha
343,rijeka,hr,20.78,78,20,0.82,45.3269357,14.4409841,Rijeka
344,bilibino,ru,4.31,65,8,2.22,68.0550305,166.4448515,Bilibino
345,clyde river,ca,-3.0,86,90,3.1,70.4683885,-68.5888051,Clyde River
346,turtkul,uz,11.0,53,0,1.0,41.5544131,61.0002405,Tortkol Shahri
347,acapulco,mx,31.0,66,5,5.1,16.8602906,-99.8768321,Acapulco
348,malwan,in,23.0,43,0,2.1,35.3324228,45.7519039,Muḩammad ‘Azīz
349,santo antonio do monte,br,19.06,46,0,3.27,-20.086944,-45.290555,Santo Antonio do Monte
350,muhos,fi,16.0,36,0,5.7,64.8063089,25.9953642,Muhos
351,aflu,dz,18.96,63,12,3.42,34.11252,2.10029,Aflou
352,sigli,id,27.01,94,36,2.07,5.3813126,95.957932,Sigli
353,fort frances,ca,27.0,39,1,4.1,48.6114425,-93.3967615,Fort Frances
354,umzimvubu,za,15.91,30,24,3.02,-30.82491,28.9217761780498,Kokstad
355,mafinga,tz,13.21,83,0,4.42,-8.3015336,35.2989116,Makungu
356,maneadero,mx,22.74,68,90,6.2,32.5122862,-116.9068248,Bandini
357,kuching,my,24.0,100,75,1.5,1.5574127,110.3439862,Kuching
358,merta,in,27.16,28,0,2.92,60.15190335,24.729940994379,Merta
359,faya,td,21.51,56,0,2.1,17.9209323,19.0953202,Faya
360,khonsa,in,19.66,94,64,1.07,26.9910099,95.5061065,Khonsa
361,fortuna,us,19.57,88,40,2.6,40.597407,-124.156034,Fortuna
362,vila velha,br,27.0,78,0,5.1,-20.3297249,-40.2920626,Vila Velha
363,paine,cl,14.66,54,90,2.6,-33.8101102,-70.7390236,Paine
364,beringovskiy,ru,0.81,95,92,7.72,63.0255136,179.2936001,Beringovskiy
365,tres lagoas,br,24.81,42,0,2.87,-20.7866799,-51.7061247,Tres Lagoas
366,tunduru,tz,18.36,71,64,1.97,-10.91446,37.2973201281786,Nangomba
367,louisbourg,ca,11.0,66,75,7.2,45.9234791,-59.9642959,Broughton
368,bogo,cm,26.41,67,8,2.72,10.73511,14.609944,Bogo
369,banjar,id,20.81,93,56,0.97,-7.3762714,108.5425324,Banjar
370,puerto el triunfo,sv,30.49,74,40,1.0,13.274788,-88.547165,Puerto El Triunfo
371,taunggyi,mm,18.56,97,92,4.12,20.78472315,97.0108498542768,Taunggyi
372,hasaki,jp,18.94,94,75,2.1,35.7439958,140.8421001,Hasaki
373,saint anthony,ca,20.01,49,1,2.72,51.3653968,-55.5919335,Saint Anthony
374,tonekabon,ir,18.0,88,0,0.52,36.8154324,50.8787003,Tonekabon
375,awbari,ly,27.46,20,8,3.37,26.5897046,12.7694188,Awbari
376,ancud,cl,11.06,75,88,2.72,-41.8681947,-73.8287513,Ancud
377,zeya,ru,11.56,82,0,0.92,52.5271321,128.104197,Zeya
378,dillon,us,22.0,40,1,2.82,34.4165391,-79.3713948,Dillon
379,vreed en hoop,gy,27.0,83,40,7.2,6.8075701,-58.1829798,Vreed-en-Hoop
380,ouesso,cg,24.96,89,36,1.67,1.6096545,16.0460509,Ouesso
381,viedma,ar,15.41,39,76,6.17,-40.8085638,-62.9946592,Viedma
382,doha,qa,21.0,127,0,0.5,25.3014957,51.4996673988223,Doha
383,hami,cn,14.56,41,48,1.52,42.8353592,93.5127738,Hami
384,ust-kamchatsk,ru,3.46,90,0,2.57,56.2400377,162.5369568,Ust’-Kamchatsk
385,guelph,ca,29.21,42,20,5.1,43.546557,-80.249977,Guelph
386,bay-khaak,ru,8.41,63,0,0.62,51.1601031,94.4651991,Bay-Khaak
387,mount gambier,au,10.96,84,92,5.72,-37.8301386,140.7842627,Mount Gambier
388,yeppoon,au,16.0,82,0,2.6,-23.1348035,150.7436625,Yeppoon
389,grand river south east,mu,20.0,88,20,3.1,-20.3106424,57.6797351,Sebastopol
390,sosnovo-ozerskoye,ru,6.41,78,0,2.07,52.528614,111.538063,Sosnovo-Ozerskoye
391,laguna,br,36.0,18,5,4.1,-28.483118,-48.7811993,Laguna
392,yumen,cn,9.21,39,56,1.92,40.2916528,97.0448526,Yumen
393,ninghai,cn,22.0,94,92,1.0,29.2900433,121.4249941,Ninghai
394,ust-bolsheretsk,ru,4.16,97,76,3.17,52.823334,156.278336,Ust’-Bol’sheretsk
395,awjilah,ly,24.66,34,12,3.52,29.140278,21.2975,Awjilah
396,port hardy,ca,13.0,66,40,4.1,50.7215765,-127.4920338,Port Hardy
397,sangar,ru,4.71,43,12,4.57,63.92587675,127.462704339356,Sangar
398,leh,in,-9.95,91,88,0.87,34.1642029,77.5848133,Leh
399,zhoucheng,cn,21.91,86,92,1.22,25.74114,100.5803306,Zhoucheng
400,bandarbeyla,so,26.46,90,0,13.68,9.4952646,50.8127815,Bandarbeyla
401,mayumba,ga,24.31,98,92,3.52,-3.4390011,10.647265,Mayumba
402,ilulissat,gl,2.0,55,44,3.6,69.2198299,-51.0982705,Ilulissat
403,katsuura,jp,21.0,73,75,2.1,35.160487,140.317317,Katsuura
404,dwarka,in,32.0,33,0,0.87,22.2471009,68.9742446,Dwarka
405,namibe,ao,22.16,100,0,4.97,-15.1901576,12.1530839,Namibe
406,salinas,ec,24.4,37,1,7.2,0.4944861,-78.1306927,Salinas
407,elat,il,20.51,98,68,0.97,-5.6537279,132.9965526,Elat
408,banda aceh,id,25.26,99,76,1.32,5.56336705,95.3223404056525,Banda Aceh
409,flin flon,ca,24.0,31,5,4.1,54.77440345,-101.882480716359,Flin Flon
410,pisco,pe,18.0,88,40,4.6,-13.583333,-75.916667,Pisco
411,akdepe,tm,12.49,51,0,4.1,38.3138407,57.5960414,Akdepe
412,tigil,ru,3.91,89,36,2.82,57.7598,158.6836121,Tigil
413,marawi,sd,20.46,97,92,0.72,18.4816227,31.8171699,Marawi
414,limon,cr,21.0,64,75,5.47,9.9948993,-83.0304596,Limon
415,camacha,pt,16.44,63,40,5.1,32.679439,-16.8448679,Camacha
416,kondagaon,in,26.21,67,12,3.12,19.5885769,81.6628742,Kondagaon
417,ferme-neuve,ca,20.26,83,20,1.92,46.7010748,-75.4497514,Ferme-Neuve
418,kaeo,nz,7.81,78,0,5.17,-35.1017438,173.7751075,Kaeo
419,swan hill,au,12.06,94,32,5.67,-35.3393279,143.5592026,Swan Hill
420,sigerfjord,no,12.55,66,0,3.1,68.6374817,15.5129845,Sortland
421,corinto,ni,21.16,49,8,4.37,14.7883634,-84.101736,Corinto
422,ayagoz,kz,6.36,54,80,6.17,47.9649474,80.4301482,Ayagoz
423,onega,ru,12.06,70,88,2.52,61.9028533,35.6060959612797,Onega
424,shingu,jp,20.66,98,88,4.32,33.7241003,135.9930029,Shingu
425,ascension,mx,31.66,8,92,3.82,31.2674321,-107.570056784021,Ascencion
426,durres,al,20.0,82,0,0.77,41.3188294,19.4451631,Durres
427,sucua,ec,22.56,83,24,1.57,-2.4843681,-78.2127290129092,Sucua
428,katherine,au,15.0,87,0,2.1,-14.4656649,132.2631058,Katherine
429,ivanivka,ua,17.0,48,0,2.0,49.153725,34.395542,Ivanivka
430,hualmay,pe,19.91,78,32,1.97,-11.0967129,-77.6129018,Hualmay
431,dali,cn,13.71,100,80,0.57,25.6023916,100.2449114,Dali
432,dangriga,bz,34.0,59,20,3.1,16.9653532,-88.220615,Dangriga
433,nelson bay,au,9.0,100,20,2.6,-32.7218138,152.1440889,Nelson Bay
434,belmonte,br,13.31,88,20,1.37,-15.8630837,-38.8792845,Belmonte
435,bambanglipuro,id,20.11,98,24,1.17,-7.923536,110.31140901881,Bambanglipuro
436,salinopolis,br,23.71,100,92,5.67,-0.6259282,-47.3442819,Salinopolis
437,grindavik,is,7.0,81,90,10.3,63.844239,-22.4317498,Grindavik
438,saint-pierre,pm,17.1,87,36,2.6,51.203307,3.211888,Saint-Pierre
439,champerico,gt,36.0,26,40,1.37,14.3311877,-91.8764679136226,Champerico
440,guarapari,br,23.0,78,20,4.6,-20.6718755,-40.4984617,Guarapari
441,el tigre,ve,33.71,36,0,6.57,8.802091,-63.482071,El Tigre
442,mangrol,in,27.76,33,44,2.97,21.1241507,70.1199203,Mangrol
443,tawkar,sd,30.86,64,92,3.87,18.4303582,37.7339322,Tokar
444,senmonorom,kh,21.91,93,76,1.22,12.4605217,107.1884833,Senmonourom
445,spirovo,ru,9.66,67,12,1.72,57.4215311,34.9932788,Spirovo
446,vilcun,cl,13.0,82,75,1.5,-42.8306276,-72.8288442,Vilcun
447,diamond harbour,in,28.0,94,40,2.1,22.1910091,88.1904741,Diamond Harbour
448,golyshmanovo,ru,7.06,83,88,3.82,56.395542,68.375069,Golyshmanovo
449,mehkar,in,29.71,45,12,4.22,20.1508476,76.5690168,Mehkar
450,alofi,nu,27.0,88,75,3.6,-19.0534159,-169.9191992,Alofi
451,baoro,cf,21.21,96,8,1.32,5.694576,15.953318,Baoro
452,ponta delgada,pt,18.0,72,20,4.1,37.8216423,-25.7253306667582,Ponta Delgada
453,birao,cf,23.56,87,12,1.32,10.2961965,22.7809907,Birao
454,smirnykh,ru,13.06,79,0,1.82,49.7423531,142.8320066,Smirnykh
455,impfondo,cg,24.46,84,56,1.17,1.6187416,18.0623499,Impfondo
456,oulainen,fi,16.16,34,12,4.82,64.2667732,24.8000331,Oulainen
457,te anau,nz,-5.05,82,0,1.72,-45.41449,167.717489,Te Anau
458,uzunkopru,tr,18.51,44,0,4.92,41.23445095,26.7642275065983,Uzun Keupru
459,qasigiannguit,gl,2.0,55,44,3.6,68.820145,-51.1932419,Qasigiannguit
460,babanusah,sd,22.26,91,48,5.37,11.3305456,27.8095803,Al Mijlad
461,san carlos,pa,30.0,84,75,4.57,8.5155814,-82.5149267,San Carlos
462,ahipara,nz,10.86,100,0,6.02,-35.1664105,173.1562074,Ahipara
463,aransas pass,us,32.6,52,1,5.1,27.909666,-97.1503865,Aransas Pass
464,pacific grove,us,24.41,37,1,7.2,36.6174432,-121.9155906,Pacific Grove
465,haibowan,cn,5.26,44,0,1.32,39.7071322,106.835165714216,Wuhai
466,linkou,cn,11.91,87,12,1.97,45.2900691,130.2669756,Linkou
467,tyrma,ru,12.26,82,0,1.52,49.9570076,132.1773613,Tyrma
468,krasnoselkup,ru,0.31,98,92,1.57,65.704239,82.458855,Krasnosel’kup
469,kemijarvi,fi,14.06,48,56,3.12,66.7161179,27.4333534,Kemijaervi
470,vetluga,ru,4.46,55,0,1.62,57.85287,45.7757157,Vetluga
471,north platte,us,21.0,73,90,5.1,41.1238873,-100.7654232,North Platte
472,thunder bay,ca,27.0,36,75,5.1,48.406414,-89.259796,Thunder Bay
473,victoria,sc,25.0,100,75,3.02,-4.6232085,55.452359,Victoria
474,progreso,mx,25.0,65,0,8.2,21.2839331,-89.6638354,Progreso
475,komsomolskiy,ru,-4.05,92,76,3.87,67.553696,63.775955,Komsomolskiy
476,san angelo,us,37.0,27,1,4.6,31.4648357,-100.4398442,San Angelo
477,maebaru,jp,20.0,88,75,1.0,33.557103,130.1999,Maebaru
478,kupang,id,24.96,96,0,5.62,-10.1632209,123.6017755,Kupang
479,sulangan,ph,29.66,100,64,3.47,11.138097,123.7243361,Sulangan
480,mandalgovi,mn,4.96,45,0,2.97,45.7630435,106.2704145,Mandalgovi
481,robertson,za,8.56,95,24,1.77,-33.802222,19.883611,Robertson
482,kyaikkami,mm,26.26,89,92,2.32,16.0793199,97.5705296,Kyaikkami
483,muisne,ec,28.81,74,92,2.07,0.53881045,-79.8820659221687,Muisne
484,bitung,id,24.0,100,20,1.0,1.44344,125.1940836,Bitung
485,lompoc,us,20.47,44,1,4.1,34.66749455,-120.443537093567,Lompoc
486,caravelas,br,24.76,100,76,8.57,-17.7296514,-39.2660082,Caravelas
487,lazdijai,lt,17.06,77,0,1.62,54.2348374,23.5113025,Lazdijai
488,bithur,in,32.0,70,20,3.1,26.6813133,80.3435274,Bithur
489,elk city,us,33.71,38,40,8.7,35.4119944,-99.4042592,Elk City
490,port pirie,au,9.0,87,0,3.1,-33.1791249,138.0058614,Port Pirie
491,buraydah,sa,33.0,26,0,5.7,26.331667,43.971667,Buraydah
492,lavrentiya,ru,-0.45,100,32,2.92,65.5841518,-170.988903,Lavrentiya
493,porto san giorgio,it,21.31,82,44,1.77,43.1826562,13.7933863,Porto San Giorgio
494,mossendjo,cg,23.46,90,64,1.67,-2.9455305,12.7152756,Mossendjo
495,jutai,br,23.96,93,88,1.67,-2.7471478,-66.7721255,Jutai
496,kirakira,sb,27.21,100,80,7.07,-10.4568963,161.9201736,Kirakira
497,christchurch,nz,5.0,80,56,0.5,-43.530955,172.6366455,Christchurch
498,shenkursk,ru,13.31,45,88,3.02,62.1059705,42.9077247,Shenkursk
499,harper,lr,35.42,28,1,3.6,4.4273458,-7.68504463078577,Harper
